Revenue,Expenses,Profit,Assets,Liabilities,Debt_Ratio,Market_Cap,Share_Price,Industry,Region,Company_Size,Listing_Status
581952.56,433449.16,148503.4,1328634.34,269438.25,0.2,13198023.91,200.37,Healthcare,South America,Medium,Listed
327782.42,161224.73,166557.69,1770652.35,660032.46,0.37,19365510.96,160.59,Healthcare,Africa,Medium,Listed
780673.99,595876.04,184797.95,917976.5,794273.09,0.87,10057471.65,107.44,Finance,North America,Medium,Private
639580.65,486046.88,153533.77,1475601.19,198055.71,0.13,10824176.26,159.18,Technology,South America,Small,Listed
411391.2,250286.49,161104.71,1231313.0,1029178.79,0.84,1107631.06,78.47,Healthcare,North America,Large,Listed
404101.41,200374.71,203726.7,1245980.82,684088.02,0.55,12110317.44,155.19,Technology,South America,Medium,Private
559315.11,348563.32,210751.79,914188.83,166266.05,0.18,6094406.48,131.35,Healthcare,South America,Small,Private
592636.96,463835.98,128800.98,442306.96,98280.07,0.22,9010830.91,194.25,Manufacturing,Asia,Small,Private
539458.45,319639.36,219819.09,1137933.72,741323.92,0.65,12386908.52,217.77,Finance,North America,Small,Private
562261.73,381358.42,180903.31,1139633.44,668694.47,0.59,1919834.66,96.21,Manufacturing,South America,Medium,Private
839991.47,603978.39,236013.08,769822.77,180111.72,0.23,12328077.02,169.89,Finance,South America,Medium,Private
714308.63,475283.75,239024.88,961306.06,791601.77,0.82,11255701.62,170.65,Retail,South America,Small,Listed
538127.12,365354.18,172772.94,647242.62,133541.13,0.21,13516009.79,216.31,Healthcare,North America,Large,Private
688262.12,457554.74,230707.38,650635.6,331341.95,0.51,6807511.69,194.97,Finance,Europe,Small,Listed
293495.22,135343.02,158152.2,807614.63,422088.06,0.52,15562846.09,206.05,Retail,Europe,Large,Listed
579585.41,313397.31,266188.1,468624.7,373213.59,0.8,11524487.98,169.57,Healthcare,Africa,Medium,Listed
861861.27,701818.08,160043.19,766608.74,90245.31,0.12,6448074.22,89.45,Technology,North America,Large,Private
456390.82,238753.34,217637.48,1285493.84,268875.64,0.21,3152780.47,114.08,Retail,South America,Large,Private
330473.21,139853.67,190619.54,1582447.17,374316.71,0.24,7292724.07,171.55,Finance,North America,Large,Listed
369582.22,220426.95,149155.27,1830175.12,275084.69,0.15,14353687.61,86.9,Healthcare,South America,Small,Private
282073.39,37027.6,245045.79,839946.65,508324.48,0.61,12227559.03,124.66,Retail,South America,Medium,Listed
343047.62,173754.21,169293.41,1480042.73,419858.36,0.28,-728395.36,131.99,Manufacturing,Africa,Large,Listed
425898.38,310901.99,114996.39,1134469.57,636818.46,0.56,8334951.37,144.9,Finance,Africa,Large,Private
218886.6,162987.27,55899.33,905058.37,657153.62,0.73,10626834.14,169.42,Manufacturing,South America,Large,Listed
503123.67,346875.9,156247.77,1160881.23,495490.57,0.43,19547290.88,165.88,Manufacturing,Africa,Small,Private
680455.43,411660.01,268795.42,1440850.28,1030323.53,0.72,16439014.02,180.61,Manufacturing,South America,Large,Private
318448.76,55561.84,262886.92,800679.57,578326.72,0.72,9107184.56,103.78,Finance,Europe,Medium,Listed
803856.78,639786.7,164070.08,791471.86,245940.74,0.31,10905799.67,130.43,Finance,Asia,Large,Private
602158.42,420881.17,181277.25,836087.99,94139.89,0.11,3186715.16,173.11,Retail,Asia,Small,Private
706116.12,529361.77,176754.35,749290.38,136839.52,0.18,-3133608.7,92.94,Finance,Asia,Small,Private
368433.09,235104.7,133328.39,1479553.01,1122712.92,0.76,8015358.62,187.55,Technology,Africa,Large,Listed
670905.05,518346.64,152558.41,694460.32,294621.91,0.42,15015663.33,155.51,Healthcare,South America,Medium,Private
281613.22,32555.74,249057.48,764953.94,589991.24,0.77,10905129.53,84.54,Finance,Africa,Small,Private
678049.5,452855.11,225194.39,1124481.24,604983.79,0.54,6254847.72,192.15,Technology,Europe,Medium,Listed
534367.87,320713.43,213654.44,1092130.32,281678.22,0.26,14562225.92,161.75,Technology,Europe,Large,Listed
610650.24,477407.57,133242.67,836059.98,559984.45,0.67,18966861.91,240.48,Technology,Europe,Medium,Private
264881.08,59845.92,205035.16,1673448.54,914621.75,0.55,2554942.7,207.17,Manufacturing,Africa,Medium,Private
320986.03,236178.28,84807.75,747745.67,285223.23,0.38,9737165.68,68.92,Retail,Africa,Small,Listed
619445.64,377305.51,242140.13,931565.62,158527.87,0.17,7336080.12,136.53,Healthcare,Europe,Medium,Listed
310330.4,97401.65,212928.75,229299.78,41695.57,0.18,10221809.97,157.71,Finance,North America,Small,Listed
592641.26,459902.88,132738.38,878000.92,220210.79,0.25,7719351.71,163.76,Manufacturing,South America,Small,Listed
226572.44,-54248.84,280821.28,470817.38,300543.87,0.64,23959157.45,103.56,Healthcare,Asia,Small,Listed
669634.84,559443.07,110191.77,633493.98,432281.81,0.68,9402901.58,154.24,Retail,Europe,Small,Listed
253495.34,26980.03,226515.31,217656.15,131623.79,0.6,11501066.24,136.07,Finance,Asia,Medium,Listed
610459.99,382701.4,227758.59,642998.27,237790.22,0.37,10838324.73,107.55,Healthcare,Asia,Medium,Private
625126.19,487109.71,138016.48,969975.51,438793.67,0.45,3734347.51,125.2,Retail,Asia,Medium,Listed
360645.64,162538.17,198107.47,902327.29,602436.85,0.67,11017611.64,126.26,Finance,Asia,Large,Private
616405.31,498246.7,118158.61,834091.18,523712.55,0.63,2639887.54,242.11,Technology,Africa,Medium,Private
552088.45,494407.17,57681.28,870038.5,625045.08,0.72,19016099.06,208.56,Healthcare,North America,Medium,Private
392231.63,245625.44,146606.19,798003.83,233743.34,0.29,14516306.61,164.53,Technology,Africa,Medium,Listed
298289.06,129120.31,169168.75,986158.59,102157.27,0.1,7115995.23,65.78,Retail,Asia,Small,Private
107474.86,-124737.95,232212.81,955909.44,299346.56,0.31,9165463.13,220.44,Retail,Asia,Large,Private
569930.01,366559.61,203370.4,1109992.21,419924.67,0.38,15131098.97,48.72,Finance,Asia,Large,Listed
187039.45,-17637.82,204677.27,919615.1,798603.66,0.87,11364033.74,85.68,Healthcare,Asia,Small,Private
519068.84,369789.92,149278.92,826536.12,226624.48,0.27,1742266.78,74.03,Healthcare,South America,Large,Private
447310.36,273810.93,173499.43,1311288.93,998052.79,0.76,10841373.04,103.1,Manufacturing,South America,Large,Private
635828.56,482324.89,153503.67,1241149.39,742218.78,0.6,15427159.69,234.06,Manufacturing,South America,Medium,Private
439590.9,300839.6,138751.3,987029.72,230993.89,0.23,-1668883.77,189.03,Finance,Africa,Small,Listed
434110.44,263795.41,170315.03,1478041.37,624921.58,0.42,10689876.58,162.88,Healthcare,Asia,Large,Listed
646374.14,442648.52,203725.62,1033059.6,524925.4,0.51,5821989.04,150.46,Healthcare,Europe,Small,Listed
567011.61,395643.54,171368.07,935530.94,351123.59,0.38,16337362.54,103.14,Finance,Asia,Medium,Listed
563231.19,379406.32,183824.87,972563.4,273212.6,0.28,7735329.78,191.03,Healthcare,North America,Small,Private
593853.52,359107.78,234745.74,1066046.92,322245.46,0.3,7221710.58,222.88,Manufacturing,South America,Medium,Private
192885.58,17923.3,174962.28,633119.97,359716.36,0.57,14138581.36,194.97,Healthcare,Africa,Medium,Listed
651357.74,518056.07,133301.67,250548.83,162978.22,0.65,5512372.94,181.06,Technology,North America,Small,Listed
622493.76,394321.08,228172.68,1112588.46,528676.45,0.48,10419283.45,200.48,Healthcare,North America,Medium,Listed
296663.37,83370.89,213292.48,1333614.32,1138091.35,0.85,11405617.55,153.39,Retail,Europe,Large,Private
451183.91,234750.94,216432.97,599616.62,409450.09,0.68,9030091.5,50.62,Retail,North America,Large,Private
492138.54,260846.61,231291.93,1429229.11,1162544.07,0.81,3480926.79,207.01,Retail,North America,Large,Listed
473100.64,250268.56,222832.08,341417.67,164061.72,0.48,5641912.24,97.75,Technology,Africa,Medium,Listed
566771.99,365335.56,201436.43,776484.69,86893.56,0.11,9346805.44,151.43,Healthcare,North America,Medium,Listed
786273.36,466700.73,319572.63,1682406.33,965123.2,0.57,529524.74,240.78,Finance,North America,Small,Private
716353.35,580601.79,135751.56,1142374.59,862044.44,0.75,10427343.83,148.82,Manufacturing,Asia,Small,Listed
237556.16,66877.02,170679.14,879008.98,465196.21,0.53,8683573.09,231.87,Healthcare,Asia,Medium,Private
624414.0,376047.28,248366.72,1100914.33,610259.75,0.55,12861282.55,157.65,Finance,Asia,Medium,Listed
765786.66,558657.35,207129.31,1478537.28,1301078.38,0.88,13247739.96,108.17,Healthcare,Europe,Small,Private
577361.7,339465.55,237896.15,421936.03,165784.47,0.39,4387597.93,146.12,Retail,Europe,Large,Listed
718196.09,509708.27,208487.82,1527143.9,1132374.54,0.74,7403111.75,123.27,Retail,South America,Large,Private
902454.09,633751.26,268702.83,803985.39,405256.39,0.5,5361018.97,204.48,Healthcare,Asia,Small,Listed
704741.91,555117.45,149624.46,1283353.97,604419.68,0.47,7367940.04,140.98,Retail,Asia,Large,Listed
549861.72,282738.73,267122.99,754310.58,163279.31,0.22,8740178.86,185.91,Finance,Asia,Small,Private
709017.69,450467.87,258549.82,1673489.33,1169293.88,0.7,15598554.51,169.52,Healthcare,North America,Medium,Private
528977.57,389492.03,139485.54,987534.8,749178.99,0.76,7020314.31,58.01,Healthcare,Europe,Medium,Private
504780.61,273247.34,231533.27,468473.3,208330.99,0.44,14433018.05,112.91,Healthcare,Asia,Medium,Listed
429717.15,231869.15,197848.0,1188030.57,844481.21,0.71,11301351.18,152.35,Manufacturing,Asia,Large,Private
812682.67,643011.77,169670.9,1520491.99,858920.8,0.56,16929468.58,132.22,Manufacturing,Africa,Medium,Listed
336314.27,230745.23,105569.04,1475305.27,451507.52,0.31,8233038.16,157.96,Finance,South America,Large,Listed
806473.54,657014.22,149459.32,1037400.15,870350.12,0.84,5932736.87,178.08,Healthcare,North America,Medium,Private
599972.82,364567.21,235405.61,1324830.13,870966.02,0.66,10720085.83,204.12,Finance,North America,Medium,Private
220138.77,-20553.29,240692.06,831372.77,667316.06,0.8,1964195.38,166.55,Manufacturing,Europe,Small,Listed
573529.86,384065.38,189464.48,1236415.06,402046.99,0.33,10788226.49,156.0,Technology,Asia,Small,Listed
79994.7,-160854.56,240849.26,1145125.17,953992.96,0.83,12828759.16,179.97,Finance,North America,Large,Private
625101.6,377838.6,247263.0,-158106.41,-61935.58,0.39,15492240.52,119.26,Manufacturing,North America,Large,Listed
677046.3,469314.3,207732.0,599757.8,64549.24,0.11,12030425.92,161.73,Healthcare,South America,Large,Private
381528.81,217645.49,163883.32,1083137.84,173326.7,0.16,9285568.32,171.03,Manufacturing,North America,Medium,Listed
524709.54,302656.83,222052.71,1065997.89,182787.5,0.17,19705304.82,155.06,Technology,Europe,Large,Listed
890831.49,666482.25,224349.24,988369.0,262624.17,0.27,9953284.57,149.14,Healthcare,North America,Medium,Listed
398850.66,165153.44,233697.22,1035749.85,258127.08,0.25,4707040.1,184.23,Manufacturing,North America,Small,Listed
288218.48,44948.32,243270.16,1483067.06,216995.25,0.15,9827833.97,100.75,Finance,Europe,Large,Private
796332.68,664440.91,131891.77,1141648.89,931943.91,0.82,3278708.21,108.21,Technology,Europe,Large,Private
892517.44,718013.9,174503.54,66949.53,51058.93,0.76,3830881.97,139.6,Finance,South America,Large,Private
500739.13,395670.2,105068.93,1779083.86,1263609.59,0.71,11208237.45,203.71,Healthcare,South America,Large,Private
702292.61,464942.81,237349.8,237381.56,114728.1,0.48,3370623.41,78.98,Retail,South America,Large,Listed
768295.18,578910.75,189384.43,1383257.05,608797.05,0.44,6916813.67,200.69,Healthcare,South America,Large,Private
351503.15,129962.45,221540.7,374272.46,164789.02,0.44,4157047.17,220.79,Manufacturing,North America,Medium,Listed
402938.83,276722.77,126216.06,1569375.99,485586.79,0.31,10701450.19,160.76,Technology,Europe,Small,Private
746174.9,476125.86,270049.04,888800.38,521375.72,0.59,6440841.43,97.55,Finance,North America,Medium,Listed
837002.86,696719.82,140283.04,1153711.02,169899.78,0.15,12660561.25,67.11,Manufacturing,North America,Small,Private
612576.17,373848.0,238728.17,205536.03,128876.67,0.63,12256687.34,255.48,Technology,Asia,Large,Private
324037.13,118139.62,205897.51,1291825.27,660233.77,0.51,3478223.59,89.54,Finance,South America,Medium,Listed
897412.22,706884.36,190527.86,1166520.88,878642.4,0.75,14604282.27,124.64,Retail,Asia,Large,Private
393805.82,207313.83,186491.99,1246929.31,1095045.28,0.88,9142177.46,58.55,Healthcare,Africa,Small,Listed
432972.44,264875.59,168096.85,1379846.65,1105654.71,0.8,3877512.22,46.66,Technology,Africa,Small,Private
568467.57,303707.76,264759.81,1071403.55,724203.78,0.68,11864572.19,184.02,Technology,Europe,Large,Listed
810832.08,610201.44,200630.64,915716.77,408617.3,0.45,18803440.2,120.81,Manufacturing,Asia,Small,Private
670795.2,534256.28,136538.92,675637.26,183516.19,0.27,9017903.75,192.58,Healthcare,Europe,Small,Listed
582973.1,402171.11,180801.99,822754.32,519897.35,0.63,1759215.23,132.8,Finance,Europe,Medium,Listed
592657.71,386240.76,206416.95,1482597.85,387372.11,0.26,14614137.95,210.92,Healthcare,South America,Medium,Private
508702.93,263812.67,244890.26,664884.15,77264.3,0.12,17877092.65,133.69,Healthcare,Africa,Small,Private
611627.9,441858.89,169769.01,262761.69,146775.1,0.56,4598842.69,197.95,Technology,Asia,Large,Private
-5912.02,-179023.19,173111.17,604986.83,251253.65,0.42,6021448.47,100.3,Retail,Asia,Medium,Private
440678.51,239506.9,201171.61,1242417.07,994946.14,0.8,10177291.79,110.67,Finance,North America,Large,Listed
548264.39,304593.15,243671.24,878859.1,541925.66,0.62,330055.43,102.13,Retail,South America,Large,Listed
269797.18,138234.91,131562.27,1241797.46,767182.57,0.62,20408420.39,118.69,Retail,Europe,Large,Private
577264.66,351996.93,225267.73,199815.57,145928.2,0.73,9746018.89,67.59,Manufacturing,South America,Large,Listed
459105.76,282308.89,176796.87,-193016.76,-71130.85,0.37,10206329.23,99.21,Healthcare,Africa,Medium,Private
851095.14,667316.77,183778.37,1105643.43,958081.56,0.87,11786925.12,101.06,Finance,North America,Large,Listed
814603.95,514525.16,300078.79,1401877.15,388400.15,0.28,8708511.93,246.81,Manufacturing,Asia,Medium,Listed
406838.89,216662.35,190176.54,315601.91,251643.26,0.8,7423185.04,143.09,Finance,Africa,Medium,Private
469832.46,232097.77,237734.69,1210417.29,1003039.89,0.83,5292769.38,129.93,Finance,Europe,Medium,Listed
485210.49,249264.8,235945.69,1476105.43,193712.71,0.13,4108889.43,187.2,Retail,North America,Small,Private
409668.1,268669.3,140998.8,998246.58,604396.06,0.61,12032471.94,127.05,Technology,South America,Large,Listed
539005.0,431274.72,107730.28,1360436.34,951675.11,0.7,16763107.72,165.0,Retail,Asia,Large,Listed
348343.59,107294.49,241049.1,1076163.05,928797.93,0.86,14749777.33,182.94,Healthcare,North America,Small,Listed
273876.93,128054.24,145822.69,894826.25,269434.98,0.3,8554429.38,180.21,Finance,South America,Large,Private
624542.24,507751.39,116790.85,1328406.22,729932.84,0.55,9037089.91,148.3,Healthcare,Europe,Small,Private
625905.92,374597.81,251308.11,1765119.03,1268227.39,0.72,18091423.03,155.23,Finance,Asia,Small,Listed
339136.85,190108.19,149028.66,776863.54,169887.95,0.22,6006467.53,167.79,Healthcare,Europe,Small,Private
679071.09,517696.96,161374.13,964907.33,754929.7,0.78,1657505.87,176.41,Healthcare,Africa,Large,Listed
373684.45,74965.79,298718.66,603725.82,255321.94,0.42,11257403.38,167.03,Retail,North America,Medium,Listed
550633.05,433619.82,117013.23,1062085.42,649784.58,0.61,14262546.22,157.81,Finance,North America,Small,Listed
664068.8,526883.1,137185.7,937440.25,125270.59,0.13,-2440098.07,102.93,Finance,Europe,Medium,Private
493277.49,316262.4,177015.09,1463380.78,407330.45,0.28,11991358.39,177.98,Healthcare,Asia,Medium,Listed
590948.18,402961.02,187987.16,1567899.27,756586.65,0.48,4358304.44,89.43,Technology,North America,Medium,Listed
396714.07,241401.33,155312.74,1315194.18,435812.78,0.33,2907324.26,151.3,Healthcare,South America,Large,Listed
460706.68,318639.43,142067.25,1418705.74,1228988.75,0.87,8554118.25,157.25,Healthcare,Europe,Small,Private
458828.11,183328.39,275499.72,718065.51,528457.44,0.74,4225851.3,76.75,Technology,Asia,Medium,Private
350684.33,137535.02,213149.31,618027.23,489418.2,0.79,1149957.95,113.37,Technology,Africa,Large,Listed
464645.17,235386.73,229258.44,1174726.95,555709.66,0.47,10541247.26,214.12,Retail,Asia,Medium,Listed
190276.34,-2862.4,193138.74,1008008.1,482748.84,0.48,9778414.04,109.0,Healthcare,North America,Medium,Listed
401769.25,187296.5,214472.75,1799675.55,1339230.74,0.74,1410097.01,179.02,Finance,North America,Medium,Listed
443024.9,196379.82,246645.08,231342.21,94856.37,0.41,2965171.03,90.35,Manufacturing,Asia,Large,Listed
448764.05,298579.0,150185.05,1247832.32,604798.67,0.48,12324942.04,80.43,Technology,Africa,Small,Private
451700.51,238458.71,213241.8,1241220.31,648999.08,0.52,12642490.71,187.42,Retail,Africa,Small,Private
487647.16,252845.04,234802.12,695216.88,407206.7,0.59,-3230709.63,205.73,Healthcare,Europe,Small,Listed
595888.3,318648.43,277239.87,612969.13,380026.39,0.62,3682295.14,150.65,Healthcare,Asia,Medium,Listed
674903.41,377508.86,297394.55,864295.26,557125.93,0.64,9586823.8,169.52,Retail,Africa,Medium,Private
370046.95,166553.96,203492.99,343395.51,156316.18,0.46,12115690.61,216.91,Retail,South America,Large,Private
259359.83,2427.88,256931.95,1582933.12,532051.5,0.34,12054058.89,139.77,Healthcare,South America,Small,Private
291591.12,225099.52,66491.6,2080291.58,1739380.28,0.84,13014839.95,153.68,Healthcare,Europe,Small,Private
402559.42,124945.27,277614.15,863486.27,657438.9,0.76,6398060.99,138.62,Finance,South America,Small,Listed
429615.74,265909.92,163705.82,744281.93,76474.9,0.1,10889437.49,112.68,Technology,Africa,Small,Private
346000.79,158055.66,187945.13,475656.66,242746.02,0.51,8030696.34,74.31,Finance,Asia,Medium,Private
240776.67,18721.45,222055.22,561545.3,179516.17,0.32,7197640.3,106.44,Finance,Europe,Large,Listed
408775.83,216447.95,192327.88,764222.23,469372.45,0.61,2442238.43,207.79,Manufacturing,Africa,Small,Listed
536285.32,326462.65,209822.67,1483507.18,744886.56,0.5,11486750.31,231.35,Healthcare,Asia,Medium,Listed
619005.89,339621.24,279384.65,2277202.91,266280.57,0.12,1753881.11,96.11,Retail,Europe,Large,Listed
388515.39,207726.39,180789.0,710869.61,484968.06,0.68,4147445.93,186.97,Finance,Africa,Small,Listed
417400.44,271746.63,145653.81,639178.64,204734.94,0.32,13432426.87,137.99,Healthcare,Africa,Medium,Private
314660.34,23987.15,290673.19,532802.72,164204.05,0.31,9170367.13,226.16,Manufacturing,South America,Medium,Private
493712.17,267373.96,226338.21,1180315.77,148177.9,0.13,15257615.27,148.31,Finance,Asia,Large,Listed
330314.27,34202.32,296111.95,1137688.36,867679.57,0.76,8317570.68,116.78,Technology,Asia,Medium,Listed
614625.56,371444.06,243181.5,1040370.32,585802.99,0.56,7222522.51,160.11,Manufacturing,North America,Large,Private
142826.7,9006.42,133820.28,822278.51,401168.45,0.49,15734908.21,75.82,Retail,Africa,Medium,Listed
428074.07,195804.84,232269.23,1543681.88,988960.18,0.64,7998892.94,157.29,Technology,North America,Medium,Listed
560221.47,409418.87,150802.6,1305704.41,491331.44,0.38,11406246.82,134.86,Retail,Europe,Small,Listed
536766.9,336395.31,200371.59,1288345.53,715778.47,0.56,9188320.38,134.94,Technology,Asia,Medium,Listed
1038606.73,842392.45,196214.28,1148095.45,343761.28,0.3,10601043.59,118.44,Retail,North America,Medium,Listed
569960.0,450843.19,119116.81,924244.47,138973.2,0.15,8892977.22,110.42,Technology,South America,Medium,Listed
299189.08,139829.6,159359.48,713932.69,392002.36,0.55,14389701.08,164.65,Retail,Asia,Small,Listed
480907.15,170647.78,310259.37,1207962.01,334549.16,0.28,10340474.82,153.89,Healthcare,Europe,Small,Listed
144750.73,-67168.14,211918.87,1169265.06,818525.0,0.7,8339027.5,139.3,Technology,Asia,Medium,Listed
483880.05,292659.86,191220.19,1226876.45,566172.23,0.46,11270200.66,168.49,Technology,Europe,Large,Private
333388.79,42744.28,290644.51,374226.41,112387.22,0.3,2260156.94,145.31,Retail,North America,Small,Private
683078.06,502889.83,180188.23,1135711.26,666295.33,0.59,15063359.16,137.88,Technology,South America,Small,Private
390091.95,194662.97,195428.98,876533.26,169430.93,0.19,2467420.58,115.5,Healthcare,North America,Large,Private
476646.82,227106.68,249540.14,648561.12,459920.05,0.71,6681271.81,203.83,Technology,Asia,Small,Listed
372888.43,192925.22,179963.21,1291370.78,596280.6,0.46,7737374.3,263.44,Retail,South America,Small,Private
847770.27,685096.31,162673.96,1070908.16,803305.88,0.75,11246537.66,30.02,Manufacturing,Asia,Large,Private
435751.45,348439.27,87312.18,1941649.35,408672.72,0.21,18101274.95,137.69,Technology,Europe,Small,Listed
866511.41,713336.33,153175.08,1193792.86,484720.28,0.41,15156283.16,141.26,Retail,South America,Small,Listed
662830.35,510131.74,152698.61,881111.75,215012.19,0.24,2638690.74,158.08,Technology,North America,Medium,Listed
596413.35,388485.02,207928.33,956685.8,142504.53,0.15,5570727.4,288.95,Manufacturing,Asia,Small,Listed
573746.63,404269.54,169477.09,531239.49,459138.66,0.86,3002511.37,152.76,Technology,South America,Medium,Listed
578759.46,270858.51,307900.95,1492339.27,1016758.86,0.68,3500326.06,132.72,Technology,Asia,Large,Private
114465.48,-32653.07,147118.55,1125994.11,405903.11,0.36,7049496.29,180.57,Healthcare,Europe,Small,Private
444223.32,174190.99,270032.33,1132851.87,336366.71,0.3,16548684.72,191.56,Technology,Europe,Medium,Listed
669031.59,458043.94,210987.65,574312.61,151306.98,0.26,8771665.46,119.66,Technology,South America,Medium,Private
490220.56,249881.86,240338.7,1311600.47,176290.07,0.13,9420768.01,145.64,Manufacturing,Asia,Medium,Private
218962.03,-18338.95,237300.98,625840.81,113987.82,0.18,11144427.15,147.82,Finance,South America,Small,Private
489519.11,400430.89,89088.22,778436.2,141928.95,0.18,5302366.59,230.57,Technology,Asia,Small,Listed
840821.1,641398.73,199422.37,1050175.16,664773.46,0.63,9646022.8,156.94,Finance,Europe,Small,Private
749378.34,562489.75,186888.59,767621.81,441970.62,0.58,11233991.41,172.61,Retail,South America,Medium,Listed
487599.2,344248.1,143351.1,683067.88,378798.51,0.55,22295614.53,120.1,Healthcare,Africa,Medium,Listed
690289.86,467308.56,222981.3,979945.88,673781.79,0.69,14619636.21,173.04,Healthcare,Africa,Medium,Private
426698.6,140871.58,285827.02,1404002.72,422517.5,0.3,18229904.75,142.53,Retail,Asia,Small,Listed
159225.68,92875.86,66349.82,1358030.51,507876.26,0.37,10144807.05,137.09,Finance,Africa,Large,Listed
315106.8,141830.28,173276.52,1282966.22,258339.8,0.2,12642269.0,121.13,Retail,North America,Medium,Private
812577.75,674866.06,137711.69,1194495.93,681064.18,0.57,11307784.0,160.6,Healthcare,South America,Small,Private
445201.38,241612.49,203588.89,809774.38,685331.85,0.85,1056930.35,142.26,Healthcare,Europe,Small,Private
451323.2,267604.26,183718.94,1448349.03,1144934.78,0.79,-2311934.09,101.71,Retail,South America,Medium,Listed
440032.36,270316.22,169716.14,305638.99,166267.32,0.54,4375944.27,104.51,Retail,Africa,Small,Listed
880827.32,646351.98,234475.34,1173515.71,722517.41,0.62,16217378.04,160.38,Manufacturing,Asia,Large,Listed
825191.78,543382.71,281809.07,1336517.99,1194642.84,0.89,8024559.43,154.73,Retail,Europe,Small,Private
943756.05,610690.12,333065.93,963883.37,495324.03,0.51,13892364.61,181.46,Healthcare,Asia,Medium,Listed
468190.96,305172.41,163018.55,711083.29,566356.91,0.8,16523220.99,156.42,Manufacturing,North America,Small,Private
559124.9,450168.68,108956.22,985176.39,493106.21,0.5,3583977.55,95.28,Technology,South America,Large,Listed
196671.49,-31288.33,227959.82,696961.99,96386.16,0.14,17379498.26,178.55,Finance,South America,Small,Private
795386.89,514862.65,280524.24,1205704.26,1022110.65,0.85,4187837.98,106.99,Manufacturing,Africa,Large,Listed
266444.09,25759.59,240684.5,1378293.46,261192.43,0.19,8968124.01,201.67,Healthcare,North America,Medium,Listed
543355.11,263037.76,280317.35,1178675.91,781875.14,0.66,4601095.68,198.07,Retail,Asia,Medium,Private
280539.49,91813.82,188725.67,1154854.22,335331.74,0.29,11185262.01,120.24,Retail,North America,Small,Private
382226.63,212705.35,169521.28,1304127.02,1070465.74,0.82,9190718.34,108.47,Manufacturing,South America,Small,Private
332547.51,126775.71,205771.8,1350355.72,351620.57,0.26,13985163.04,89.91,Retail,North America,Medium,Private
378424.95,194952.61,183472.34,688690.52,146043.37,0.21,14998392.64,85.05,Retail,Europe,Large,Listed
392175.46,159020.76,233154.7,384802.69,173534.61,0.45,17900940.24,231.42,Technology,South America,Medium,Listed
390346.24,141857.85,248488.39,1111154.66,552626.78,0.5,13758834.49,109.74,Manufacturing,Europe,Medium,Private
666666.78,414262.6,252404.18,1369754.28,1034358.97,0.76,14074124.34,130.22,Healthcare,Asia,Large,Listed
279027.44,53497.81,225529.63,367640.62,260996.24,0.71,7759075.06,273.96,Manufacturing,Asia,Large,Private
544108.29,331817.17,212291.12,1027532.83,372598.87,0.36,9110144.83,207.69,Healthcare,Europe,Medium,Listed
743591.83,503870.5,239721.33,1451334.27,592086.11,0.41,11569818.4,201.24,Healthcare,Asia,Large,Private
397360.73,295510.33,101850.4,953416.76,535187.43,0.56,3795909.22,183.44,Healthcare,Europe,Small,Private
356416.22,145887.68,210528.54,1608453.72,870592.98,0.54,15616401.21,202.05,Healthcare,Africa,Small,Listed
453895.07,251271.17,202623.9,1533535.57,1210936.85,0.79,9331029.04,32.31,Finance,Asia,Medium,Private
735945.04,525291.02,210654.02,926914.98,443045.93,0.48,10971627.75,143.47,Technology,South America,Large,Private
538821.53,343202.71,195618.82,852904.12,694952.42,0.81,2408810.66,115.7,Technology,Europe,Medium,Private
393757.14,172164.37,221592.77,860265.6,227159.45,0.26,8181482.08,71.47,Manufacturing,Africa,Medium,Private
596775.33,425505.48,171269.85,1053941.97,836935.95,0.79,14313402.91,76.86,Technology,North America,Small,Private
279541.57,23065.4,256476.17,530598.61,182225.65,0.34,12097488.35,141.87,Finance,Asia,Medium,Private
636271.9,412589.41,223682.49,456651.57,333997.76,0.73,14147765.98,79.7,Technology,Europe,Small,Private
581721.46,374187.17,207534.29,91402.09,50482.28,0.55,8313302.14,138.81,Finance,Europe,Medium,Listed
438438.31,273314.14,165124.17,991538.81,793676.74,0.8,10644749.53,127.4,Technology,South America,Large,Private
332282.84,91517.0,240765.84,1815553.97,517438.35,0.29,9481190.35,230.87,Healthcare,Africa,Large,Private
322663.82,112330.84,210332.98,203792.82,134747.65,0.66,13322489.25,182.39,Technology,Europe,Large,Listed
606963.47,444737.64,162225.83,926334.85,721770.25,0.78,11304149.22,193.3,Finance,North America,Small,Private
745796.1,548629.18,197166.92,914317.04,659544.78,0.72,8085770.76,95.77,Finance,South America,Medium,Listed
372538.45,141084.32,231454.13,939173.5,519174.61,0.55,-2800704.28,214.04,Healthcare,South America,Medium,Private
591677.34,364098.66,227578.68,1502720.5,962221.03,0.64,10852696.07,179.72,Healthcare,Europe,Small,Private
82594.6,-141755.85,224350.45,644638.85,165809.93,0.26,1609977.88,145.28,Manufacturing,Asia,Large,Listed
383076.45,178449.88,204626.57,221498.72,60507.01,0.27,13445630.99,77.56,Retail,South America,Small,Listed
493788.21,242497.23,251290.98,786286.78,246762.28,0.31,14159740.66,169.59,Retail,Asia,Medium,Listed
318063.32,56173.49,261889.83,732866.27,558745.27,0.76,-1422477.34,134.72,Retail,Europe,Medium,Listed
